model,layer,head,prev_token_score,prev_token_pct,prev_token_top10,induction_score,induction_pct,induction_top10,duplicate_score,duplicate_pct,duplicate_top10,successor_score,successor_pct,successor_top10,copy_suppression_score,copy_suppression_pct,copy_suppression_top10,n_roles,roles
residual,1,5,0.1813959926366806,0.7830320000648499,0,0.023087000474333763,0.5660640001296997,0,0.009314999915659428,0.2962447702884674,0,-0.003857000032439828,0.28233659267425537,0,0.0005050000036135316,0.49513211846351624,0,0,
residual,1,6,0.20202599465847015,0.8595271110534668,0,0.015381000004708767,0.3894297778606415,0,0.013069000095129013,0.40194714069366455,0,0.02263299934566021,0.7858136296272278,0,-0.005716999992728233,0.27955493330955505,0,0,
residual,1,7,0.20800800621509552,0.8748261332511902,0,0.009940999560058117,0.2767733037471771,0,0.006965999957174063,0.23922114074230194,0,0.01502699963748455,0.6995827555656433,0,-0.0330829992890358,0.06815020740032196,0,0,
residual,1,8,0.17456099390983582,0.7607788443565369,0,0.01734899915754795,0.4394993185997009,0,0.014259000308811665,0.4436717629432678,0,-0.03570200130343437,0.09040334075689316,0,0.004718999844044447,0.660639762878418,0,0,
residual,1,9,0.2663570046424866,0.9554937481880188,0,0.020705999806523323,0.511821985244751,0,0.014411999844014645,0.4478442370891571,0,-0.018905000761151314,0.1446453481912613,0,-0.007337000221014023,0.2406119555234909,0,0,
residual,1,10,0.21069300174713135,0.8831710815429688,0,0.016662999987602234,0.415855348110199,0,0.00636299978941679,0.23087622225284576,0,0.0034080001059919596,0.4965229630470276,0,0.013357000425457954,0.8164116740226746,0,0,
residual,1,11,0.16979999840259552,0.7440890073776245,0,0.01644900068640709,0.4116829037666321,0,0.006302000023424625,0.2294853925704956,0,0.006974999792873859,0.584144651889801,0,0.005317999981343746,0.681502103805542,0,0,
residual,1,12,0.25195300579071045,0.9471487998962402,0,0.014030000194907188,0.3588317036628723,0,0.014038000255823135,0.4381084740161896,0,0.005032000131905079,0.5424200296401978,0,0.00471699982881546,0.659248948097229,0,0,
residual,1,13,0.1983640044927597,0.8470097184181213,0,0.025009000673890114,0.6008344888687134,0,0.019881999120116234,0.6133518815040588,0,0.00801599957048893,0.6036161184310913,0,-0.0031320000998675823,0.3379693925380707,0,0,
residual,1,14,0.1861570030450821,0.8052850961685181,0,0.023757999762892723,0.5785813927650452,0,0.014793000183999538,0.4603615999221802,0,-0.016759999096393585,0.1668984740972519,0,0.0038819999899715185,0.6439499258995056,0,0,
residual,1,15,0.2624509930610657,0.9513213038444519,0,0.01679999940097332,0.41724616289138794,0,0.016983000561594963,0.5340750813484192,0,-0.01675100065767765,0.16828928887844086,0,0.00041099998634308577,0.49374130368232727,0,0,
residual,1,16,0.2391359955072403,0.9304589629173279,0,0.009285000152885914,0.26147428154945374,0,0.007834999822080135,0.2600834369659424,0,-0.05907699838280678,0.059805285185575485,0,0.0010600000387057662,0.5229485630989075,0,0,
residual,1,17,0.2061769962310791,0.8706536889076233,0,0.0001049999991664663,0.019471488893032074,0,5.400000009103678e-05,0.015299026854336262,0,0.027372000738978386,0.8122392296791077,0,0.053732000291347504,0.9721835851669312,0,0,
residual,1,18,0.19335900247097015,0.8261474370956421,0,0.01499900035560131,0.376912385225296,0,0.011574000120162964,0.35744088888168335,0,0.1302739977836609,0.9707927703857422,0,0.029769999906420708,0.9179415702819824,0,0,
residual,1,19,0.2902829945087433,0.9735743999481201,0,0.006976999808102846,0.21696801483631134,0,0.005512000061571598,0.20862308144569397,0,-0.02266700007021427,0.12517385184764862,0,-0.0005370000144466758,0.4436717629432678,0,0,
residual,2,0,0.1640619933605194,0.7093185186386108,0,0.018660999834537506,0.4700973629951477,0,0.01582299917936325,0.49095967411994934,0,0.014089999720454216,0.6842837333679199,0,-0.007209999952465296,0.2447844296693802,0,0,
residual,2,1,0.17822299897670746,0.7705146074295044,0,0.02415500022470951,0.5883170962333679,0,0.014441999606788158,0.44923505187034607,0,0.018237000331282616,0.7454798221588135,0,-0.0016690000193193555,0.3963838517665863,0,0,
residual,2,2,0.2761229872703552,0.9694019556045532,0,0.0009280000231228769,0.05285118147730827,0,0.0005719999899156392,0.05146036297082901,0,-0.09262499958276749,0.03616133704781532,0,0.0013670000480487943,0.5312934517860413,0,0,
residual,2,3,0.15295399725437164,0.6397774815559387,0,0.02307100035250187,0.5646731853485107,0,0.02017199993133545,0.6216968297958374,0,0.035117000341415405,0.852573037147522,0,-0.0033629999961704016,0.3268428444862366,0,0,
residual,2,4,0.17944300174713135,0.7732962369918823,0,0.020142000168561935,0.49791377782821655,0,0.007809000089764595,0.2586926221847534,0,0.0053159999661147594,0.5549374222755432,0,0.004726999904960394,0.6620305776596069,0,0,
residual,2,5,0.15942400693893433,0.6759387850761414,0,0.004662000108510256,0.14742697775363922,0,0.00559999980032444,0.2114047259092331,0,0.030577000230550766,0.831710696220398,0,-0.013101000338792801,0.16133518517017365,0,0,
residual,2,6,0.1871339976787567,0.8080667853355408,0,0.021637000143527985,0.5312934517860413,0,0.012969999574124813,0.3963838517665863,0,-0.010355000384151936,0.21001391112804413,0,-0.0024949999060481787,0.36161336302757263,0,0,
residual,2,7,0.1632079929113388,0.7023643851280212,0,0.02342200092971325,0.5744088888168335,0,0.013663999736309052,0.4228094518184662,0,0.009939000010490417,0.6314325332641602,0,0.0034829999785870314,0.6342141628265381,0,0,
residual,2,8,0.1627199947834015,0.6995827555656433,0,0.0231929998844862,0.5702364444732666,0,0.018355999141931534,0.5688456296920776,0,0.03145899996161461,0.8344923257827759,0,0.01259700022637844,0.8038942813873291,0,0,
residual,2,9,0.16943399608135223,0.734353244304657,0,0.027816999703645706,0.6550765037536621,0,0.017609000205993652,0.5479832887649536,0,-0.01677500084042549,0.16550764441490173,0,0.0014659999869763851,0.5410292148590088,0,0,
residual,2,10,0.1632079929113388,0.7037551999092102,0,0.02745099924504757,0.6481223702430725,0,0.016541000455617905,0.5201668739318848,0,-0.015893999487161636,0.17246174812316895,0,-0.002382999984547496,0.3657858073711395,0,0,
residual,2,11,0.19934099912643433,0.852573037147522,0,0.022491000592708588,0.5507649779319763,0,0.008759000338613987,0.280945748090744,0,0.01804099977016449,0.7426981925964355,0,0.007331000175327063,0.7232267260551453,0,0,
residual,2,12,0.1970209926366806,0.8428372740745544,0,0.012481999583542347,0.32823365926742554,0,0.01090999972075224,0.340751051902771,0,0.019576000049710274,0.7621696591377258,0,-0.0027520000003278255,0.3546592593193054,0,0,
residual,2,13,0.1497800052165985,0.6147426962852478,0,0.02392599917948246,0.5813630223274231,0,0.018783999606966972,0.5883170962333679,0,0.0365540012717247,0.8567454814910889,0,0.005518999882042408,0.6898469924926758,0,0,
residual,2,14,0.1553959995508194,0.65785813331604,0,0.01972999982535839,0.4895688593387604,0,0.022857999429106712,0.6773295998573303,0,0.022453999146819115,0.7830320000648499,0,-0.005111000034958124,0.2962447702884674,0,0,
residual,2,15,0.14514200389385223,0.586926281452179,0,0.020493000745773315,0.5062586665153503,0,0.019393999129533768,0.6036161184310913,0,-0.017013000324368477,0.1627260148525238,0,0.0012570000253617764,0.5285118222236633,0,0,
residual,2,16,0.20068399608135223,0.8539638519287109,0,0.012558000162243843,0.33101528882980347,0,0.010413999669253826,0.33101528882980347,0,-0.07853899896144867,0.043115437030792236,0,0.0033420000690966845,0.6230876445770264,0,0,
residual,2,17,0.20800800621509552,0.8762169480323792,0,0.0016840000171214342,0.08344923704862595,0,0.002047999994829297,0.10709318518638611,0,-0.0593780018389225,0.05841446295380592,0,0.003392999991774559,0.6258692741394043,0,0,
residual,2,18,0.2565920054912567,0.9499304294586182,0,0.01875299960374832,0.47148817777633667,0,0.013434999622404575,0.41724616289138794,0,0.0027389999013394117,0.4742698073387146,0,0.00229199999012053,0.5757997035980225,0,0,
residual,2,19,0.18481400609016418,0.7955493927001953,0,0.010642999783158302,0.2962447702884674,0,0.002182000083848834,0.10848400741815567,0,-0.02203500084578991,0.12795549631118774,0,0.010660000145435333,0.7774686813354492,0,0,
residual,3,0,0.08520500361919403,0.21418637037277222,0,0.010421999730169773,0.29068151116371155,0,0.33618199825286865,0.9972183704376221,1,0.03748299926519394,0.8678720593452454,0,-0.002355000004172325,0.36856746673583984,0,1,duplicate
residual,3,1,0.09954799711704254,0.32406118512153625,0,0.017136000096797943,0.42837274074554443,0,0.15026900172233582,0.9902642369270325,1,-0.0011149999918416142,0.34214186668395996,0,0.019401999190449715,0.8678720593452454,0,1,duplicate
residual,3,2,0.13256800174713135,0.5173852443695068,0,0.005508000031113625,0.17246174812316895,0,0.0933229997754097,0.9819193482398987,0,-0.008847000077366829,0.2225312888622284,0,0.013319999910891056,0.8150208592414856,0,0,
residual,3,3,0.20385700464248657,0.8664812445640564,0,0.012389999814331532,0.3254520297050476,0,0.0036830001045018435,0.1515994369983673,0,0.02759299986064434,0.8136300444602966,0,-0.008941000327467918,0.21696801483631134,0,0,
residual,3,4,0.06970199942588806,0.01112656481564045,0,0.010123999789357185,0.28372740745544434,0,0.30102500319480896,0.9958275556564331,1,0.023121999576687813,0.7872044444084167,0,0.025134999305009842,0.8942976593971252,0,1,duplicate
residual,3,5,0.19494600594043732,0.831710696220398,0,0.024215999990701675,0.5910987257957458,0,0.03802499920129776,0.8956884741783142,0,0.055344000458717346,0.9207231998443604,0,-0.007236999925225973,0.24200278520584106,0,0,
residual,3,6,0.1688230037689209,0.731571614742279,0,0.021911999210715294,0.5382475852966309,0,0.02549700066447258,0.731571614742279,0,-0.002788000041618943,0.30876216292381287,0,0.0043379999697208405,0.6509040594100952,0,0,
residual,3,7,0.1601559966802597,0.680111289024353,0,0.026443000882864,0.6300417184829712,0,0.05310099944472313,0.9541029334068298,0,0.024713000282645226,0.8025034666061401,0,0.014891000464558601,0.8358832001686096,0,0,
residual,3,8,0.10107400268316269,0.34214186668395996,0,0.011459000408649445,0.30876216292381287,0,0.08245799690485,0.977746844291687,0,0.022140000015497208,0.7816411852836609,0,0.006124999839812517,0.7037551999092102,0,0,
residual,3,9,0.16943399608135223,0.7371349334716797,0,0.023833999410271645,0.5799722075462341,0,0.022918999195098877,0.680111289024353,0,0.0764160007238388,0.9401947259902954,0,-0.0001900000061141327,0.4603615999221802,0,0,
residual,3,10,0.1033329963684082,0.3546592593193054,0,0.012505000457167625,0.3296244740486145,0,0.08209200203418732,0.976356029510498,0,0.005284999962896109,0.5521557927131653,0,-0.0030610000248998404,0.3435326814651489,0,0,
residual,3,11,0.1289059966802597,0.5006954073905945,0,0.003108999924734235,0.11682892590761185,0,0.022918999195098877,0.6787204742431641,0,0.03182100132107735,0.8358832001686096,0,0.004647000227123499,0.6550765037536621,0,0,
residual,3,12,0.06191999837756157,0.004172461573034525,0,0.007197999861091375,0.2225312888622284,0,0.19323700666427612,0.9916550517082214,1,0.016821999102830887,0.7218359112739563,0,0.008589999750256538,0.7399165630340576,0,1,duplicate
residual,3,13,0.2100829929113388,0.8789986371994019,0,0.02165200002491474,0.5326842665672302,0,0.018143000081181526,0.5660640001296997,0,0.058313999325037,0.926286518573761,0,0.022060999646782875,0.8831710815429688,0,0,
residual,3,14,0.08801300078630447,0.2336578518152237,0,0.010375999845564365,0.2892906963825226,0,0.21581999957561493,0.9930459260940552,1,-0.028106000274419785,0.10987482964992523,0,0.010634000413119793,0.7760778665542603,0,1,duplicate
residual,3,15,0.13342300057411194,0.5187760591506958,0,0.01774599961936474,0.4478442370891571,0,0.04656999930739403,0.9360222816467285,0,0.014673000201582909,0.6940194964408875,0,-0.0003929999948013574,0.44923505187034607,0,0,
residual,3,16,0.14733900129795074,0.5980528593063354,0,0.020690999925136566,0.510431170463562,0,0.04879799857735634,0.9443671703338623,0,-0.006219999864697456,0.24895688891410828,0,0.00900499988347292,0.7510431408882141,0,0,
residual,3,17,0.08532699942588806,0.21974965929985046,0,0.009841999970376492,0.27260082960128784,0,0.08850099891424179,0.9791377186775208,0,0.007526000030338764,0.5938804149627686,0,0.00010900000052060932,0.47566065192222595,0,0,
residual,3,18,0.21765099465847015,0.8956884741783142,0,0.00981099996715784,0.2712100148200989,0,0.04013099893927574,0.9095966815948486,0,0.03513399884104729,0.8539638519287109,0,-0.0013389999512583017,0.40890124440193176,0,0,
residual,3,19,0.08282499760389328,0.1961057037115097,0,0.009108999744057655,0.2600834369659424,0,0.30053699016571045,0.9944367408752441,1,0.04721200093626976,0.902642548084259,0,0.036442000418901443,0.9443671703338623,0,1,duplicate
residual,4,0,0.13378900289535522,0.5215577483177185,0,0.006709999870508909,0.207232266664505,0,0.012527000159025192,0.3852573037147522,0,0.02639099955558777,0.806675910949707,0,0.0038030000869184732,0.6425591111183167,0,0,
residual,4,1,0.12548799812793732,0.4742698073387146,0,0.01559399999678135,0.3936022222042084,0,0.023590000346302986,0.6940194964408875,0,0.004925000015646219,0.5410292148590088,0,0.014905000105500221,0.8372740149497986,0,0,
residual,4,2,0.1345209926366806,0.5271210074424744,0,0.023941000923514366,0.5827538371086121,0,0.015625,0.48400557041168213,0,-0.10085699707269669,0.02781641110777855,0,0.02826699987053871,0.9137691259384155,0,0,
residual,4,3,0.16943399608135223,0.7357441186904907,0,0.015106000006198883,0.378303200006485,0,0.022659000009298325,0.6745479702949524,0,0.04668499901890755,0.8984701037406921,0,0.013903999701142311,0.8219749927520752,0,0,
residual,4,4,0.2017820030450821,0.8581362962722778,0,0.01448800042271614,0.3671766221523285,0,0.02436799928545952,0.7093185186386108,0,0.008165000006556511,0.6050069332122803,0,0.0029750000685453415,0.6063977479934692,0,0,
residual,4,5,0.0725099965929985,0.059805285185575485,0,0.01232099998742342,0.3226703703403473,0,0.39819300174713135,0.998609185218811,1,-0.08504699915647507,0.04033379629254341,0,0.03727500140666962,0.9485396146774292,0,1,duplicate
residual,4,6,0.13574199378490448,0.5354658961296082,0,0.02752700075507164,0.6495131850242615,0,0.040894001722335815,0.9123783111572266,0,-0.021810999140143394,0.1293463110923767,0,0.0100509999319911,0.7649513483047485,0,0,
residual,4,7,0.15295399725437164,0.6383866667747498,0,0.02287299931049347,0.5563282370567322,0,0.06677199900150299,0.9735743999481201,0,-0.009755999781191349,0.21418637037277222,0,0.01476799976080656,0.831710696220398,0,0,
residual,4,8,0.17956499755382538,0.7746870517730713,0,0.027312999591231346,0.6425591111183167,0,0.026427999138832092,0.7426981925964355,0,0.02370700053870678,0.7899860739707947,0,0.0024900001008063555,0.58553546667099,0,0,
residual,4,9,0.17639200389385223,0.7691237926483154,0,0.02119399979710579,0.5215577483177185,0,0.03302000090479851,0.8414464592933655,0,0.010245000012218952,0.6397774815559387,0,-0.0032279998995363712,0.3337969481945038,0,0,
residual,4,10,0.18591299653053284,0.8038942813873291,0,0.029510000720620155,0.6759387850761414,0,0.023757999762892723,0.6981919407844543,0,-0.039767999202013016,0.08066759258508682,0,0.017819000408053398,0.8581362962722778,0,0,
residual,4,11,0.1965329945087433,0.8372740149497986,0,9.999999974752427e-07,0.0027816412039101124,0,9.999999974752427e-07,0.005563282407820225,0,0.08374200016260147,0.9485396146774292,0,0.013124000281095505,0.8136300444602966,0,0,
residual,4,12,0.08978299796581268,0.24895688891410828,0,0.012001000344753265,0.3184979259967804,0,0.14819300174713135,0.9888734221458435,1,0.014104999601840973,0.6856745481491089,0,0.027584999799728394,0.9109874963760376,0,1,duplicate
residual,4,13,0.11584500223398209,0.4116829037666321,0,0.013221999630331993,0.3449234962463379,0,0.05490100011229515,0.9568845629692078,0,-0.004801000002771616,0.26842838525772095,0,-0.01027000043541193,0.20166897773742676,0,0,
residual,4,14,0.19213899970054626,0.8178024888038635,0,0.02110300026834011,0.5173852443695068,0,0.014832000248134136,0.4631432592868805,0,-0.0033289999701082706,0.3004172444343567,0,-0.001693999976851046,0.3936022222042084,0,0,
residual,4,15,0.1228640004992485,0.4631432592868805,0,0.015625,0.39499303698539734,0,0.03402699902653694,0.8623087406158447,0,-0.014247000217437744,0.18219749629497528,0,0.00738399988040328,0.7246175408363342,0,0,
residual,4,16,0.12622100114822388,0.48261475563049316,0,0.02232399955391884,0.5465924739837646,0,0.023314999416470528,0.6884561777114868,0,0.033528998494148254,0.8442280888557434,0,0.028876999393105507,0.9151599407196045,0,0,
residual,4,17,0.11987300217151642,0.4394993185997009,0,0.0055959997698664665,0.17524339258670807,0,0.030288999900221825,0.8164116740226746,0,-0.0066109998151659966,0.24617524445056915,0,-0.0118410000577569,0.17941585183143616,0,0,
residual,4,18,0.1801760047674179,0.7760778665542603,0,0.022933999076485634,0.5577190518379211,0,0.023117000237107277,0.6856745481491089,0,-0.009573999792337418,0.21557718515396118,0,0.004734999965876341,0.6634213924407959,0,0,
residual,4,19,0.10748299956321716,0.3713490962982178,0,0.015884000808000565,0.3991655111312866,0,0.03848300129175186,0.9012517333030701,0,0.016819000244140625,0.7204450368881226,0,0.0017930000321939588,0.5535466074943542,0,0,
residual,5,0,0.13220199942588806,0.5132128000259399,0,0.025620000436902046,0.6063977479934692,0,0.008301000110805035,0.2712100148200989,0,-0.1145939975976944,0.026425590738654137,0,0.03860799968242645,0.9527121186256409,0,0,
residual,5,1,0.11663799732923508,0.4186370074748993,0,0.02250700071454048,0.5521557927131653,0,0.01423600036650896,0.44228094816207886,0,-0.09279800206422806,0.03477051481604576,0,0.030052000656723976,0.9207231998443604,0,0,
residual,5,2,0.2313230037689209,0.9235048890113831,0,0.018005000427365303,0.44923505187034607,0,0.011947999708354473,0.37273991107940674,0,0.008828000165522099,0.6161335110664368,0,-0.0009699999936856329,0.4214186370372772,0,0,
residual,5,3,0.13208000361919403,0.511821985244751,0,0.022095000371336937,0.5438108444213867,0,0.02137799933552742,0.6522948741912842,0,-0.1668359935283661,0.006954102776944637,0,0.05426599830389023,0.9735743999481201,0,0,
residual,5,4,0.10443100333213806,0.3588317036628723,0,0.016265999525785446,0.40472880005836487,0,0.11035200208425522,0.9874826073646545,1,0.019600000232458115,0.7635604739189148,0,0.02641499973833561,0.904033362865448,0,1,duplicate
residual,5,5,0.12188699841499329,0.4561891555786133,0,0.02017199993133545,0.4993045926094055,0,0.018126999959349632,0.5646731853485107,0,-0.07597900182008743,0.048678722232580185,0,0.038384001702070236,0.9513213038444519,0,0,
residual,5,6,0.24902300536632538,0.9443671703338623,0,0.01664699986577034,0.41446453332901,0,0.01180300023406744,0.3671766221523285,0,0.0013200000394135714,0.4394993185997009,0,0.0018050000071525574,0.5549374222755432,0,0,
residual,5,7,0.19848600029945374,0.8497913479804993,0,0.013519000262022018,0.35048678517341614,0,0.010300000198185444,0.32823365926742554,0,0.01624399982392788,0.7134909629821777,0,0.003978999797254801,0.6453407406806946,0,0,
residual,5,8,0.10101299732923508,0.33936023712158203,0,0.01808200031518936,0.45340749621391296,0,0.03143300116062164,0.82892906665802,0,-0.09853699803352356,0.030598053708672523,0,0.002394000068306923,0.584144651889801,0,0,
residual,5,9,0.1409910023212433,0.5577190518379211,0,0.018371999263763428,0.4589707851409912,0,0.017105000093579292,0.5382475852966309,0,-0.08449599891901016,0.04172461852431297,0,0.02095000073313713,0.8803894519805908,0,0,
residual,5,10,0.15649400651454926,0.6662030816078186,0,0.023163000121712685,0.5674548149108887,0,0.017653999850153923,0.5507649779319763,0,-0.0776050016283989,0.04589707776904106,0,0.019541999325156212,0.8706536889076233,0,0,
residual,5,11,0.009643999859690666,0.0,0,4.70000013592653e-05,0.012517385184764862,0,0.8754879832267761,1.0,1,0.5430300235748291,0.9972183704376221,1,-0.10105299949645996,0.020862309262156487,0,2,duplicate+successor
residual,5,12,0.15893599390983582,0.6745479702949524,0,0.024017000570893288,0.584144651889801,0,0.016692999750375748,0.5271210074424744,0,-0.058782998472452164,0.06119610741734505,0,0.0052559999749064445,0.6759387850761414,0,0,
residual,5,13,0.13854999840259552,0.5479832887649536,0,0.018279999494552612,0.45757997035980225,0,0.016234999522566795,0.5076495409011841,0,-0.24469000101089478,0.0013908206019550562,0,0.10782600194215775,0.9972183704376221,1,1,copy_suppression
residual,5,14,0.10095199942588806,0.3365785777568817,0,0.009940999560058117,0.27538248896598816,0,0.03311200067400932,0.8428372740745544,0,-0.003246000036597252,0.30180805921554565,0,0.019202999770641327,0.8650904297828674,0,0,
residual,5,15,0.18286100029945374,0.7872044444084167,0,0.014991999603807926,0.37552157044410706,0,0.01133000012487173,0.3546592593193054,0,-0.026990000158548355,0.11543811112642288,0,0.010107999667525291,0.7663421630859375,0,0,
residual,5,16,0.18383799493312836,0.7927677035331726,0,0.020416000857949257,0.5020862221717834,0,0.029236000031232834,0.7941585779190063,0,-0.004935000091791153,0.26564672589302063,0,0.024112999439239502,0.8901251554489136,0,0,
residual,5,17,0.12622100114822388,0.47983309626579285,0,0.01679999940097332,0.4186370074748993,0,0.030959999188780785,0.8261474370956421,0,0.01591300033032894,0.7107093334197998,0,-0.0022440000902861357,0.376912385225296,0,0,
residual,5,18,0.08654800057411194,0.2225312888622284,0,0.01985199935734272,0.49374130368232727,0,0.03530900180339813,0.8776077628135681,0,-0.06800200045108795,0.05146036297082901,0,0.0002280000044265762,0.4812239110469818,0,0,
residual,5,19,0.19103999435901642,0.8136300444602966,0,0.01762400008738041,0.4436717629432678,0,0.019805999472737312,0.6119610667228699,0,0.0015290000010281801,0.44923505187034607,0,0.022074000909924507,0.8845618963241577,0,0,
residual,6,0,0.10015899688005447,0.3296244740486145,0,0.017333999276161194,0.4381084740161896,0,0.01805100031197071,0.5605006814002991,0,-0.05633699893951416,0.06397774815559387,0,0.03082600049674511,0.9235048890113831,0,0,
residual,6,1,0.11956799775362015,0.4367176592350006,0,0.030212000012397766,0.680111289024353,0,0.03369100019335747,0.8581362962722778,0,-0.0250410009175539,0.11821974813938141,0,0.004918000195175409,0.6675938963890076,0,0,
residual,6,2,0.11810299754142761,0.4297635555267334,0,0.024764999747276306,0.5952712297439575,0,0.027222000062465668,0.753824770450592,0,-0.009556000120937824,0.2183588296175003,0,-0.0003020000003743917,0.45757997035980225,0,0,
